Analyzing: Layer 9, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_9/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
399        | CD4 T cells (0.40)        | sodium:potassium-exchanging ATPase complex (GO:0005890) (GO_Cellular_Component_2021) || endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || cation-transporting ATPase complex (GO:0090533) (GO_Cellular_Component_2021)
2582       | B cells (-0.48)           | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || MHC class II receptor activity (GO:0032395) (GO_Molecular_Function_2021) || negative regulation of production of molecular mediator of immune response (GO:0002701) (GO_Biological_Process_2021)
3251       | CD4 T cells (0.72)        | central nervous system myelination (GO:0022010) (GO_Biological_Process_2021) || inflammatory response (GO:0006954) (GO_Biological_Process_2021)
1537       | CD14+ Monocytes (0.41)    | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || vitamin D receptor binding (GO:0042809) (GO_Molecular_Function_2021) || thyroid hormone receptor binding (GO:0046966) (GO_Molecular_Function_2021)
1589       | CD4 T cells (0.34)        | small-subunit processome (GO:0032040) (GO_Cellular_Component_2021) || positive regulation of viral process (GO:0048524) (GO_Biological_Process_2021) || regulation by virus of viral protein levels in host cell (GO:0046719) (GO_Biological_Process_2021)
2887       | NK cells (-0.31)          | cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021) || endosome membrane (GO:0010008) (GO_Cellular_Component_2021) || phosphatidylinositol metabolic process (GO:0046488) (GO_Biological_Process_2021)
4560       | B cells (-0.43)           | lumenal side of endoplasmic reticulum membrane (GO:0098553) (GO_Cellular_Component_2021) || integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556) (GO_Cellular_Component_2021) || endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021)
2768       | CD14+ Monocytes (0.29)    | regulation of viral genome replication (GO:0045069) (GO_Biological_Process_2021) || negative regulation of viral process (GO:0048525) (GO_Biological_Process_2021) || sodium:proton antiporter activity (GO:0015385) (GO_Molecular_Function_2021)
3542       | CD8 T cells (-0.25)       | regulation of RNA splicing (GO:0043484) (GO_Biological_Process_2021)
1540       | CD4 T cells (0.34)        | interferon receptor activity (GO:0004904) (GO_Molecular_Function_2021) || vitamin D receptor binding (GO:0042809) (GO_Molecular_Function_2021) || tRNA methyltransferase activity (GO:0008175) (GO_Molecular_Function_2021)
3059       | FCGR3A+ Monocytes (-0.38) | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
75         | CD4 T cells (0.27)        | MAP-kinase scaffold activity (GO:0005078) (GO_Molecular_Function_2021)
1710       | NK cells (-0.35)          | L-serine biosynthetic process (GO:0006564) (GO_Biological_Process_2021) || L-serine metabolic process (GO:0006563) (GO_Biological_Process_2021) || serine family amino acid biosynthetic process (GO:0009070) (GO_Biological_Process_2021)
68         | B cells (0.29)            | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
3130       | NK cells (0.33)           | histone acetyltransferase activity (GO:0004402) (GO_Molecular_Function_2021) || shelterin complex (GO:0070187) (GO_Cellular_Component_2021)
1191       | CD4 T cells (-0.46)       | regulation of transcription by RNA polymerase I (GO:0006356) (GO_Biological_Process_2021) || negative regulation of B cell activation (GO:0050869) (GO_Biological_Process_2021) || immune response-activating cell surface receptor signaling pathway (GO:0002429) (GO_Biological_Process_2021)
631        | CD8 T cells (0.31)        | RAGE receptor binding (GO:0050786) (GO_Molecular_Function_2021) || arachidonic acid binding (GO:0050544) (GO_Molecular_Function_2021) || icosatetraenoic acid binding (GO:0050543) (GO_Molecular_Function_2021)
1306       | CD4 T cells (0.54)        | cytoplasmic vesicle lumen (GO:0060205) (GO_Cellular_Component_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021) || ficolin-1-rich granule (GO:0101002) (GO_Cellular_Component_2021)
1090       | CD14+ Monocytes (-0.21)   | npBAF complex (GO:0071564) (GO_Cellular_Component_2021) || nBAF complex (GO:0071565) (GO_Cellular_Component_2021) || SWI/SNF complex (GO:0016514) (GO_Cellular_Component_2021)
1702       | CD14+ Monocytes (-0.22)   | positive regulation of interleukin-4 production (GO:0032753) (GO_Biological_Process_2021) || regulation of interleukin-4 production (GO:0032673) (GO_Biological_Process_2021) || myeloid leukocyte differentiation (GO:0002573) (GO_Biological_Process_2021)
2575       | B cells (0.43)            | regulation of ribonuclease activity (GO:0060700) (GO_Biological_Process_2021) || positive regulation of interferon-beta production (GO:0032728) (GO_Biological_Process_2021) || regulation of nuclease activity (GO:0032069) (GO_Biological_Process_2021)
2332       | FCGR3A+ Monocytes (-0.16) | chromatin organization (GO:0006325) (GO_Biological_Process_2021) || establishment of mitotic spindle orientation (GO:0000132) (GO_Biological_Process_2021) || negative regulation of histone H3-K27 methylation (GO:0061086) (GO_Biological_Process_2021)
760        | NK cells (-0.30)          | lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021) || endosome membrane (GO:0010008) (GO_Cellular_Component_2021)
2170       | CD14+ Monocytes (-0.45)   | sex chromosome (GO:0000803) (GO_Cellular_Component_2021) || chromosome (GO:0005694) (GO_Cellular_Component_2021) || integral component of peroxisomal membrane (GO:0005779) (GO_Cellular_Component_2021)
3912       | CD8 T cells (-0.25)       | SUMO binding (GO:0032183) (GO_Molecular_Function_2021)
3465       | CD14+ Monocytes (-0.36)   | positive regulation of viral transcription (GO:0050434) (GO_Biological_Process_2021) || cell junction disassembly (GO:0150146) (GO_Biological_Process_2021) || regulation of viral transcription (GO:0046782) (GO_Biological_Process_2021)
2089       | CD4 T cells (0.45)        | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
1195       | CD4 T cells (0.28)        | UDP-xylosyltransferase activity (GO:0035252) (GO_Molecular_Function_2021) || xylosyltransferase activity (GO:0042285) (GO_Molecular_Function_2021) || phosphatidylinositol-3,5-bisphosphate binding (GO:0080025) (GO_Molecular_Function_2021)
2397       | B cells (0.35)            | aromatic amino acid transmembrane transporter activity (GO:0015173) (GO_Molecular_Function_2021) || L-leucine transmembrane transporter activity (GO:0015190) (GO_Molecular_Function_2021) || branched-chain amino acid transmembrane transporter activity (GO:0015658) (GO_Molecular_Function_2021)
3985       | CD14+ Monocytes (-0.34)   | kinase binding (GO:0019900) (GO_Molecular_Function_2021) || protein kinase binding (GO:0019901) (GO_Molecular_Function_2021)
2610       | CD4 T cells (0.36)        | phosphatidylinositol 3-kinase complex, class III (GO:0035032) (GO_Cellular_Component_2021) || autolysosome (GO:0044754) (GO_Cellular_Component_2021) || secondary lysosome (GO:0005767) (GO_Cellular_Component_2021)
2436       | CD4 T cells (0.24)        | protein deneddylation (GO:0000338) (GO_Biological_Process_2021) || nucleotide-excision repair, DNA damage recognition (GO:0000715) (GO_Biological_Process_2021)
3320       | CD4 T cells (0.37)        | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021)
955        | CD4 T cells (0.46)        | azurophil granule lumen (GO:0035578) (GO_Cellular_Component_2021)
4748       | B cells (-0.13)           | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021)
949        | CD4 T cells (0.41)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || negative regulation of translation (GO:0017148) (GO_Biological_Process_2021)
807        | NK cells (-0.36)          | 4 iron, 4 sulfur cluster binding (GO:0051539) (GO_Molecular_Function_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || tRNA methyltransferase complex (GO:0043527) (GO_Cellular_Component_2021)
196        | NK cells (-0.33)          | regulation of G2/M transition of mitotic cell cycle (GO:0010389) (GO_Biological_Process_2021) || negative regulation of cell cycle G2/M phase transition (GO:1902750) (GO_Biological_Process_2021) || Fc-epsilon receptor signaling pathway (GO:0038095) (GO_Biological_Process_2021)
1785       | B cells (0.20)            | mechanosensitive ion channel activity (GO:0008381) (GO_Molecular_Function_2021) || gated channel activity (GO:0022836) (GO_Molecular_Function_2021)
776        | CD8 T cells (0.19)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
3089       | B cells (-0.36)           | DNA binding (GO:0003677) (GO_Molecular_Function_2021) || thyroid hormone receptor binding (GO:0046966) (GO_Molecular_Function_2021)
862        | CD4 T cells (0.47)        | G-quadruplex DNA binding (GO:0051880) (GO_Molecular_Function_2021) || dynactin binding (GO:0034452) (GO_Molecular_Function_2021)
1520       | FCGR3A+ Monocytes (0.26)  | organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021)
1631       | CD14+ Monocytes (0.43)    | transcription elongation from RNA polymerase II promoter (GO:0006368) (GO_Biological_Process_2021) || DNA-templated transcription, elongation (GO:0006354) (GO_Biological_Process_2021) || cell fate commitment involved in formation of primary germ layer (GO:0060795) (GO_Biological_Process_2021)
4955       | B cells (0.24)            | hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628) (GO_Molecular_Function_2021) || intraciliary transport involved in cilium assembly (GO:0035735) (GO_Biological_Process_2021)
5055       | B cells (-0.14)           | cellular response to estrogen stimulus (GO:0071391) (GO_Biological_Process_2021) || protein phosphatase inhibitor activity (GO:0004864) (GO_Molecular_Function_2021) || single-stranded DNA 3'-5' exodeoxyribonuclease activity (GO:0008310) (GO_Molecular_Function_2021)
4171       | CD8 T cells (0.26)        | alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665) (GO_Molecular_Function_2021)
2103       | CD4 T cells (0.56)        | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021)
2272       | CD4 T cells (-0.41)       | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
4113       | B cells (-0.38)           | azurophil granule (GO:0042582) (GO_Cellular_Component_2021) || vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021) || azurophil granule lumen (GO:0035578) (GO_Cellular_Component_2021)
102        | CD4 T cells (0.45)        | ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021)
2360       | NK cells (-0.40)          | regulation of T-helper 17 cell lineage commitment (GO:2000328) (GO_Biological_Process_2021)
967        | B cells (-0.46)           | cellular response to type I interferon (GO:0071357) (GO_Biological_Process_2021) || type I interferon signaling pathway (GO:0060337) (GO_Biological_Process_2021) || regulation of viral genome replication (GO:0045069) (GO_Biological_Process_2021)
1156       | CD14+ Monocytes (-0.40)   | ncRNA metabolic process (GO:0034660) (GO_Biological_Process_2021) || preassembly of GPI anchor in ER membrane (GO:0016254) (GO_Biological_Process_2021) || miRNA metabolic process (GO:0010586) (GO_Biological_Process_2021)
1696       | B cells (-0.36)           | DNA-templated transcription, termination (GO:0006353) (GO_Biological_Process_2021) || Swr1 complex (GO:0000812) (GO_Cellular_Component_2021) || H4/H2A histone acetyltransferase complex (GO:0043189) (GO_Cellular_Component_2021)
3310       | B cells (0.35)            | cellular response to reactive oxygen species (GO:0034614) (GO_Biological_Process_2021) || cellular response to hydrogen peroxide (GO:0070301) (GO_Biological_Process_2021) || cellular response to oxidative stress (GO:0034599) (GO_Biological_Process_2021)
2195       | B cells (0.41)            | CARD domain binding (GO:0050700) (GO_Molecular_Function_2021)
3963       | B cells (-0.55)           | positive regulation of programmed cell death (GO:0043068) (GO_Biological_Process_2021) || positive regulation of apoptotic process (GO:0043065) (GO_Biological_Process_2021)
1915       | CD14+ Monocytes (-0.53)   | phosphatidylinositol-3-phosphate binding (GO:0032266) (GO_Molecular_Function_2021)
2656       | CD14+ Monocytes (-0.30)   | beta-tubulin binding (GO:0048487) (GO_Molecular_Function_2021)
2894       | CD4 T cells (0.34)        | palmitoyltransferase activity (GO:0016409) (GO_Molecular_Function_2021) || protein palmitoylation (GO:0018345) (GO_Biological_Process_2021) || protein acylation (GO:0043543) (GO_Biological_Process_2021)
4002       | NK cells (-0.36)          | cytosolic transport (GO:0016482) (GO_Biological_Process_2021) || early endosome to late endosome transport (GO:0045022) (GO_Biological_Process_2021)
604        | CD4 T cells (0.24)        | glycogen metabolic process (GO:0005977) (GO_Biological_Process_2021) || aspartate family amino acid biosynthetic process (GO:0009067) (GO_Biological_Process_2021) || glucan catabolic process (GO:0009251) (GO_Biological_Process_2021)
3860       | NK cells (-0.32)          | anterograde synaptic vesicle transport (GO:0048490) (GO_Biological_Process_2021) || synaptic vesicle transport along microtubule (GO:0099517) (GO_Biological_Process_2021) || cellular protein localization (GO:0034613) (GO_Biological_Process_2021)
4131       | CD4 T cells (0.52)        | carboxy-lyase activity (GO:0016831) (GO_Molecular_Function_2021) || magnesium ion binding (GO:0000287) (GO_Molecular_Function_2021)
