Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120_online/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
1734       | B cells (0.22)            | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
1946       | B cells (0.23)            | regulation of T-helper cell differentiation (GO:0045622) (GO_Biological_Process_2021) || positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372) (GO_Biological_Process_2021)
2820       | B cells (-0.51)           | phospholipase binding (GO:0043274) (GO_Molecular_Function_2021) || phagocytic vesicle (GO:0045335) (GO_Cellular_Component_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021)
4062       | CD14+ Monocytes (0.37)    | transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || nucleobase-containing compound kinase activity (GO:0019205) (GO_Molecular_Function_2021) || NAD+ ADP-ribosyltransferase activity (GO:0003950) (GO_Molecular_Function_2021)
4028       | NK cells (-0.36)          | miRNA binding (GO:0035198) (GO_Molecular_Function_2021) || regulatory RNA binding (GO:0061980) (GO_Molecular_Function_2021)
1317       | CD14+ Monocytes (-0.65)   | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616) (GO_Molecular_Function_2021)
177        | CD4 T cells (0.65)        | sequence-specific double-stranded DNA binding (GO:1990837) (GO_Molecular_Function_2021) || heterotrimeric G-protein complex (GO:0005834) (GO_Cellular_Component_2021)
91         | CD4 T cells (0.37)        | regulation of mitotic metaphase/anaphase transition (GO:0030071) (GO_Biological_Process_2021) || regulation of mitotic sister chromatid segregation (GO:0033047) (GO_Biological_Process_2021) || regulation of mitotic spindle checkpoint (GO:1903504) (GO_Biological_Process_2021)
52         | CD4 T cells (0.35)        | aminopeptidase activity (GO:0004177) (GO_Molecular_Function_2021)
164        | CD14+ Monocytes (0.52)    | cell junction disassembly (GO:0150146) (GO_Biological_Process_2021) || synapse pruning (GO:0098883) (GO_Biological_Process_2021) || complement activation, classical pathway (GO:0006958) (GO_Biological_Process_2021)
3477       | CD14+ Monocytes (-0.60)   | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
4326       | CD14+ Monocytes (0.51)    | hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811) (GO_Molecular_Function_2021) || regulation of endothelial cell development (GO:1901550) (GO_Biological_Process_2021) || ubiquitin-dependent ERAD pathway (GO:0030433) (GO_Biological_Process_2021)
4928       | CD4 T cells (0.32)        | positive regulation of integrin-mediated signaling pathway (GO:2001046) (GO_Biological_Process_2021)
4227       | B cells (0.25)            | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
3092       | CD14+ Monocytes (-0.32)   | secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021) || neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021)
3538       | CD4 T cells (0.27)        | production of siRNA involved in RNA interference (GO:0030422) (GO_Biological_Process_2021) || RNA interference (GO:0016246) (GO_Biological_Process_2021) || production of small RNA involved in gene silencing by RNA (GO:0070918) (GO_Biological_Process_2021)
1268       | CD4 T cells (0.60)        | DNA-methyltransferase activity (GO:0009008) (GO_Molecular_Function_2021) || non-membrane spanning protein tyrosine kinase activity (GO:0004715) (GO_Molecular_Function_2021) || negative regulation of gene expression, epigenetic (GO:0045814) (GO_Biological_Process_2021)
3915       | B cells (-0.52)           | negative regulation of cation transmembrane transport (GO:1904063) (GO_Biological_Process_2021) || sodium channel inhibitor activity (GO:0019871) (GO_Molecular_Function_2021) || negative regulation of sodium ion transport (GO:0010766) (GO_Biological_Process_2021)
959        | CD8 T cells (-0.38)       | positive regulation of T cell activation (GO:0050870) (GO_Biological_Process_2021) || positive regulation of cytokine production (GO:0001819) (GO_Biological_Process_2021) || negative regulation of T cell mediated cytotoxicity (GO:0001915) (GO_Biological_Process_2021)
4779       | CD14+ Monocytes (-0.38)   | leucine zipper domain binding (GO:0043522) (GO_Molecular_Function_2021) || LRR domain binding (GO:0030275) (GO_Molecular_Function_2021) || phosphatase inhibitor activity (GO:0019212) (GO_Molecular_Function_2021)
4876       | CD4 T cells (0.49)        | phospholipid biosynthetic process (GO:0008654) (GO_Biological_Process_2021) || GTPase inhibitor activity (GO:0005095) (GO_Molecular_Function_2021)
2188       | CD14+ Monocytes (0.52)    | sodium ion transmembrane transporter activity (GO:0015081) (GO_Molecular_Function_2021)
1334       | NK cells (0.28)           | sterol metabolic process (GO:0016125) (GO_Biological_Process_2021) || regulation of aerobic respiration (GO:1903715) (GO_Biological_Process_2021) || regulation of oxidative phosphorylation (GO:0002082) (GO_Biological_Process_2021)
4925       | NK cells (0.38)           | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021) || protein targeting to ER (GO:0045047) (GO_Biological_Process_2021)
4631       | CD4 T cells (0.50)        | C-C chemokine receptor activity (GO:0016493) (GO_Molecular_Function_2021) || C-C chemokine binding (GO:0019957) (GO_Molecular_Function_2021) || chemokine receptor activity (GO:0004950) (GO_Molecular_Function_2021)
665        | CD4 T cells (0.65)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || transcription factor TFIIH core complex (GO:0000439) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1699       | NK cells (-0.21)          | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
2958       | CD4 T cells (-0.36)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
77         | CD4 T cells (0.34)        | CXCR chemokine receptor binding (GO:0045236) (GO_Molecular_Function_2021) || CXCR3 chemokine receptor binding (GO:0048248) (GO_Molecular_Function_2021) || chemokine activity (GO:0008009) (GO_Molecular_Function_2021)
2356       | CD4 T cells (0.54)        | nuclear import signal receptor activity (GO:0061608) (GO_Molecular_Function_2021) || nuclear localization sequence binding (GO:0008139) (GO_Molecular_Function_2021) || 1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0016308) (GO_Molecular_Function_2021)
3807       | CD4 T cells (0.39)        | ubiquitin-dependent ERAD pathway (GO:0030433) (GO_Biological_Process_2021) || Arp2/3 complex-mediated actin nucleation (GO:0034314) (GO_Biological_Process_2021) || regulation of defense response (GO:0031347) (GO_Biological_Process_2021)
221        | NK cells (-0.33)          | aminoacyl-tRNA ligase activity (GO:0004812) (GO_Molecular_Function_2021)
2306       | B cells (0.38)            | nuclear import signal receptor activity (GO:0061608) (GO_Molecular_Function_2021) || nuclear localization sequence binding (GO:0008139) (GO_Molecular_Function_2021)
4440       | CD4 T cells (0.72)        | cellular response to nutrient levels (GO:0031669) (GO_Biological_Process_2021) || TOR signaling (GO:0031929) (GO_Biological_Process_2021) || regulation of TOR signaling (GO:0032006) (GO_Biological_Process_2021)
4834       | CD4 T cells (0.40)        | 2-oxoglutarate-dependent dioxygenase activity (GO:0016706) (GO_Molecular_Function_2021) || K63-linked polyubiquitin modification-dependent protein binding (GO:0070530) (GO_Molecular_Function_2021) || histone demethylase activity (H3-K36 specific) (GO:0051864) (GO_Molecular_Function_2021)
564        | NK cells (-0.31)          | hyaluronic acid binding (GO:0005540) (GO_Molecular_Function_2021)
2137       | CD14+ Monocytes (-0.40)   | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || pyrimidine nucleoside biosynthetic process (GO:0046134) (GO_Biological_Process_2021)
3712       | FCGR3A+ Monocytes (-0.19) | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
4027       | CD14+ Monocytes (-0.39)   | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890) (GO_Biological_Process_2021) || nuclear outer membrane (GO:0005640) (GO_Cellular_Component_2021)
4912       | CD8 T cells (0.48)        | regulation of natural killer cell mediated cytotoxicity (GO:0042269) (GO_Biological_Process_2021) || positive regulation of natural killer cell mediated immunity (GO:0002717) (GO_Biological_Process_2021) || positive regulation of leukocyte mediated cytotoxicity (GO:0001912) (GO_Biological_Process_2021)
3584       | FCGR3A+ Monocytes (-0.31) | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
2203       | CD4 T cells (0.52)        | protein polyubiquitination (GO:0000209) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021) || negative regulation of canonical Wnt signaling pathway (GO:0090090) (GO_Biological_Process_2021)
1712       | CD14+ Monocytes (-0.35)   | ADP-ribose diphosphatase activity (GO:0047631) (GO_Molecular_Function_2021)
4235       | CD4 T cells (0.63)        | organelle organization (GO:0006996) (GO_Biological_Process_2021)
656        | CD4 T cells (0.40)        | 5'-3' exodeoxyribonuclease activity (GO:0035312) (GO_Molecular_Function_2021)
249        | FCGR3A+ Monocytes (0.15)  | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
925        | CD14+ Monocytes (0.43)    | cytokine-mediated signaling pathway (GO:0019221) (GO_Biological_Process_2021) || MHC class II receptor activity (GO:0032395) (GO_Molecular_Function_2021) || clathrin-coated endocytic vesicle membrane (GO:0030669) (GO_Cellular_Component_2021)
4414       | CD14+ Monocytes (-0.32)   | ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021) || secretory granule lumen (GO:0034774) (GO_Cellular_Component_2021) || endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116) (GO_Cellular_Component_2021)
159        | CD4 T cells (0.24)        | nucleic acid phosphodiester bond hydrolysis (GO:0090305) (GO_Biological_Process_2021) || nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296) (GO_Biological_Process_2021) || nucleotide-excision repair, DNA incision (GO:0033683) (GO_Biological_Process_2021)
4294       | CD4 T cells (0.49)        | regulation of B cell proliferation (GO:0030888) (GO_Biological_Process_2021) || positive regulation of B cell activation (GO:0050871) (GO_Biological_Process_2021) || response to lipopolysaccharide (GO:0032496) (GO_Biological_Process_2021)
2292       | CD4 T cells (0.45)        | protein localization to organelle (GO:0033365) (GO_Biological_Process_2021) || ATF6-mediated unfolded protein response (GO:0036500) (GO_Biological_Process_2021) || protein stabilization (GO:0050821) (GO_Biological_Process_2021)
910        | CD4 T cells (0.64)        | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || endoplasmic reticulum membrane organization (GO:0090158) (GO_Biological_Process_2021) || positive regulation of secretion (GO:0051047) (GO_Biological_Process_2021)
1231       | CD4 T cells (-0.37)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || methyltransferase activity (GO:0008168) (GO_Molecular_Function_2021) || U2-type catalytic step 1 spliceosome (GO:0071006) (GO_Cellular_Component_2021)
905        | CD14+ Monocytes (-0.28)   | cyclin/CDK positive transcription elongation factor complex (GO:0008024) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || U4 snRNP (GO:0005687) (GO_Cellular_Component_2021)
4251       | CD14+ Monocytes (0.21)    | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
377        | NK cells (-0.38)          | secretory granule lumen (GO:0034774) (GO_Cellular_Component_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021) || neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021)
4364       | CD4 T cells (0.54)        | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616) (GO_Molecular_Function_2021) || platelet dense granule lumen (GO:0031089) (GO_Cellular_Component_2021) || platelet dense granule (GO:0042827) (GO_Cellular_Component_2021)
1903       | CD8 T cells (0.34)        | CoA carboxylase activity (GO:0016421) (GO_Molecular_Function_2021) || diphosphotransferase activity (GO:0016778) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
4226       | CD4 T cells (0.73)        | DNA binding, bending (GO:0008301) (GO_Molecular_Function_2021) || supercoiled DNA binding (GO:0097100) (GO_Molecular_Function_2021) || RAGE receptor binding (GO:0050786) (GO_Molecular_Function_2021)
