Analyzing: Layer 15, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_15/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
2926       | CD4 T cells (0.68)        | ruffle organization (GO:0031529) (GO_Biological_Process_2021) || plasma membrane bounded cell projection organization (GO:0120036) (GO_Biological_Process_2021) || positive regulation of ATPase activity (GO:0032781) (GO_Biological_Process_2021)
2281       | CD14+ Monocytes (0.39)    | transcription regulatory region nucleic acid binding (GO:0001067) (GO_Molecular_Function_2021) || DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) (GO_Molecular_Function_2021) || transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021)
1647       | B cells (-0.24)           | histone lysine methylation (GO:0034968) (GO_Biological_Process_2021) || base-excision repair, gap-filling (GO:0006287) (GO_Biological_Process_2021) || base-excision repair (GO:0006284) (GO_Biological_Process_2021)
3499       | B cells (0.32)            | positive regulation of axon extension (GO:0045773) (GO_Biological_Process_2021) || Golgi to plasma membrane protein transport (GO:0043001) (GO_Biological_Process_2021) || establishment of protein localization to plasma membrane (GO:0061951) (GO_Biological_Process_2021)
2744       | CD14+ Monocytes (-0.43)   | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) (GO_Molecular_Function_2021) || DNA-binding transcription factor binding (GO:0140297) (GO_Molecular_Function_2021)
950        | B cells (-0.44)           | chondroitin sulfotransferase activity (GO:0034481) (GO_Molecular_Function_2021) || DNA insertion or deletion binding (GO:0032135) (GO_Molecular_Function_2021) || mismatched DNA binding (GO:0030983) (GO_Molecular_Function_2021)
4345       | CD14+ Monocytes (-0.54)   | U2 snRNA binding (GO:0030620) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on metal ions, oxygen as acceptor (GO:0016724) (GO_Molecular_Function_2021) || ferroxidase activity (GO:0004322) (GO_Molecular_Function_2021)
143        | CD4 T cells (0.60)        | late endosome (GO:0005770) (GO_Cellular_Component_2021) || glutamatergic synapse (GO:0098978) (GO_Cellular_Component_2021) || endosome membrane (GO:0010008) (GO_Cellular_Component_2021)
87         | CD14+ Monocytes (0.59)    | protein kinase activator activity (GO:0030295) (GO_Molecular_Function_2021) || histone demethylase activity (H3-K27 specific) (GO:0071558) (GO_Molecular_Function_2021) || 1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005) (GO_Molecular_Function_2021)
4747       | CD4 T cells (0.39)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2813       | CD14+ Monocytes (-0.53)   | nucleosomal DNA binding (GO:0031492) (GO_Molecular_Function_2021) || RNA polymerase I core promoter sequence-specific DNA binding (GO:0001164) (GO_Molecular_Function_2021) || RNA polymerase I transcription regulatory region sequence-specific DNA binding (GO:0001163) (GO_Molecular_Function_2021)
3249       | CD8 T cells (0.45)        | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || regulation of natural killer cell mediated cytotoxicity (GO:0042269) (GO_Biological_Process_2021) || positive regulation of natural killer cell mediated immunity (GO:0002717) (GO_Biological_Process_2021)
945        | FCGR3A+ Monocytes (-0.36) | regulation of skeletal muscle cell differentiation (GO:2001014) (GO_Biological_Process_2021) || phosphoric diester hydrolase activity (GO:0008081) (GO_Molecular_Function_2021) || phospholipase activity (GO:0004620) (GO_Molecular_Function_2021)
573        | CD14+ Monocytes (0.23)    | mitochondrial respiratory chain complex assembly (GO:0033108) (GO_Biological_Process_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
1102       | CD14+ Monocytes (-0.35)   | negative regulation of organelle assembly (GO:1902116) (GO_Biological_Process_2021) || negative regulation of centriole replication (GO:0046600) (GO_Biological_Process_2021) || negative regulation of centrosome duplication (GO:0010826) (GO_Biological_Process_2021)
3379       | CD4 T cells (-0.46)       | NAD+ binding (GO:0070403) (GO_Molecular_Function_2021) || ketone body metabolic process (GO:1902224) (GO_Biological_Process_2021) || NAD binding (GO:0051287) (GO_Molecular_Function_2021)
2927       | CD4 T cells (0.40)        | modification-dependent protein catabolic process (GO:0019941) (GO_Biological_Process_2021) || regulation of ubiquitin-dependent protein catabolic process (GO:2000058) (GO_Biological_Process_2021) || cilium assembly (GO:0060271) (GO_Biological_Process_2021)
1672       | CD4 T cells (0.67)        | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || autophagosome membrane (GO:0000421) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
2201       | B cells (0.45)            | protein phosphatase 2A binding (GO:0051721) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021)
4189       | CD4 T cells (0.60)        | tRNA methyltransferase complex (GO:0043527) (GO_Cellular_Component_2021)
2521       | CD14+ Monocytes (-0.50)   | L-proline transmembrane transporter activity (GO:0015193) (GO_Molecular_Function_2021) || L-alanine transmembrane transporter activity (GO:0015180) (GO_Molecular_Function_2021) || alanine transmembrane transporter activity (GO:0022858) (GO_Molecular_Function_2021)
4033       | CD4 T cells (0.61)        | deoxycytidine deaminase activity (GO:0047844) (GO_Molecular_Function_2021) || cytidine deaminase activity (GO:0004126) (GO_Molecular_Function_2021) || hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814) (GO_Molecular_Function_2021)
1466       | B cells (0.28)            | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || integral component of organelle membrane (GO:0031301) (GO_Cellular_Component_2021) || intrinsic component of endoplasmic reticulum membrane (GO:0031227) (GO_Cellular_Component_2021)
772        | CD4 T cells (0.50)        | NADH dehydrogenase (quinone) activity (GO:0050136) (GO_Molecular_Function_2021) || NADH dehydrogenase (ubiquinone) activity (GO:0008137) (GO_Molecular_Function_2021) || respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021)
4109       | B cells (-0.33)           | nucleus (GO:0005634) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
175        | FCGR3A+ Monocytes (0.29)  | P-body (GO:0000932) (GO_Cellular_Component_2021) || cytoskeleton-nuclear membrane anchor activity (GO:0140444) (GO_Molecular_Function_2021) || estrogen 16-alpha-hydroxylase activity (GO:0101020) (GO_Molecular_Function_2021)
3668       | CD14+ Monocytes (0.28)    | aerobic respiration (GO:0009060) (GO_Biological_Process_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || peroxisome (GO:0005777) (GO_Cellular_Component_2021)
4681       | CD4 T cells (0.58)        | fatty acid beta-oxidation (GO:0006635) (GO_Biological_Process_2021) || fatty acid oxidation (GO:0019395) (GO_Biological_Process_2021) || fatty acid catabolic process (GO:0009062) (GO_Biological_Process_2021)
4389       | NK cells (0.26)           | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || microbody membrane (GO:0031903) (GO_Cellular_Component_2021)
4948       | CD14+ Monocytes (0.21)    | mRNA methylation (GO:0080009) (GO_Biological_Process_2021)
5036       | CD14+ Monocytes (0.63)    | alpha-actinin binding (GO:0051393) (GO_Molecular_Function_2021) || positive regulation of T cell receptor signaling pathway (GO:0050862) (GO_Biological_Process_2021) || granulocyte differentiation (GO:0030851) (GO_Biological_Process_2021)
4601       | NK cells (0.29)           | protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021) || protein autophosphorylation (GO:0046777) (GO_Biological_Process_2021) || peptidyl-serine modification (GO:0018209) (GO_Biological_Process_2021)
4960       | CD14+ Monocytes (-0.40)   | nucleoside-triphosphate diphosphatase activity (GO:0047429) (GO_Molecular_Function_2021)
152        | CD4 T cells (0.68)        | glucose 6-phosphate metabolic process (GO:0051156) (GO_Biological_Process_2021) || glutathione metabolic process (GO:0006749) (GO_Biological_Process_2021) || phosphate-containing compound metabolic process (GO:0006796) (GO_Biological_Process_2021)
1186       | B cells (0.37)            | core mediator complex (GO:0070847) (GO_Cellular_Component_2021)
670        | FCGR3A+ Monocytes (-0.27) | fatty acid beta-oxidation (GO:0006635) (GO_Biological_Process_2021) || fatty acid oxidation (GO:0019395) (GO_Biological_Process_2021) || fatty acid catabolic process (GO:0009062) (GO_Biological_Process_2021)
1224       | B cells (0.45)            | tRNA methyltransferase complex (GO:0043527) (GO_Cellular_Component_2021) || MOZ/MORF histone acetyltransferase complex (GO:0070776) (GO_Cellular_Component_2021) || H3 histone acetyltransferase complex (GO:0070775) (GO_Cellular_Component_2021)
698        | CD4 T cells (0.52)        | MAP kinase activity (GO:0004707) (GO_Molecular_Function_2021)
3409       | CD14+ Monocytes (-0.62)   | integral component of lysosomal membrane (GO:1905103) (GO_Cellular_Component_2021) || early phagosome (GO:0032009) (GO_Cellular_Component_2021) || integral component of vacuolar membrane (GO:0031166) (GO_Cellular_Component_2021)
4443       | FCGR3A+ Monocytes (-0.24) | RISC complex (GO:0016442) (GO_Cellular_Component_2021)
4496       | FCGR3A+ Monocytes (-0.37) | glucosamine-containing compound catabolic process (GO:1901072) (GO_Biological_Process_2021) || connective tissue development (GO:0061448) (GO_Biological_Process_2021) || bone development (GO:0060348) (GO_Biological_Process_2021)
3285       | CD14+ Monocytes (-0.30)   | positive regulation of IRE1-mediated unfolded protein response (GO:1903896) (GO_Biological_Process_2021) || regulation of PERK-mediated unfolded protein response (GO:1903897) (GO_Biological_Process_2021) || positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103) (GO_Biological_Process_2021)
5116       | CD4 T cells (0.58)        | FMN binding (GO:0010181) (GO_Molecular_Function_2021)
2261       | CD4 T cells (0.48)        | clathrin coat of trans-Golgi network vesicle (GO:0030130) (GO_Cellular_Component_2021) || clathrin vesicle coat (GO:0030125) (GO_Cellular_Component_2021) || interferon receptor activity (GO:0004904) (GO_Molecular_Function_2021)
5118       | CD4 T cells (0.74)        | tau protein binding (GO:0048156) (GO_Molecular_Function_2021)
5027       | CD14+ Monocytes (-0.44)   | integral component of mitochondrial membrane (GO:0032592) (GO_Cellular_Component_2021) || intrinsic component of mitochondrial membrane (GO:0098573) (GO_Cellular_Component_2021) || intrinsic component of mitochondrial inner membrane (GO:0031304) (GO_Cellular_Component_2021)
4584       | CD4 T cells (0.57)        | microtubule anchoring at centrosome (GO:0034454) (GO_Biological_Process_2021) || microtubule anchoring at microtubule organizing center (GO:0072393) (GO_Biological_Process_2021) || cilium assembly (GO:0060271) (GO_Biological_Process_2021)
3026       | CD4 T cells (0.36)        | ATP-dependent chromatin remodeling (GO:0043044) (GO_Biological_Process_2021) || cellular response to UV (GO:0034644) (GO_Biological_Process_2021) || chromatin assembly or disassembly (GO:0006333) (GO_Biological_Process_2021)
2520       | CD4 T cells (0.73)        | cortical cytoskeleton organization (GO:0030865) (GO_Biological_Process_2021) || mitochondrial outer membrane (GO:0005741) (GO_Cellular_Component_2021) || organelle outer membrane (GO:0031968) (GO_Cellular_Component_2021)
3779       | B cells (0.22)            | protein insertion into ER membrane (GO:0045048) (GO_Biological_Process_2021) || protein insertion into ER membrane by stop-transfer membrane-anchor sequence (GO:0045050) (GO_Biological_Process_2021) || tail-anchored membrane protein insertion into ER membrane (GO:0071816) (GO_Biological_Process_2021)
2605       | FCGR3A+ Monocytes (-0.24) | phosphotransferase activity, alcohol group as acceptor (GO:0016773) (GO_Molecular_Function_2021) || purine nucleotide transmembrane transporter activity (GO:0015216) (GO_Molecular_Function_2021) || acyl carnitine transmembrane transporter activity (GO:0015227) (GO_Molecular_Function_2021)
2125       | CD14+ Monocytes (0.53)    | Golgi membrane (GO:0000139) (GO_Cellular_Component_2021) || Sin3 complex (GO:0016580) (GO_Cellular_Component_2021) || COPI vesicle coat (GO:0030126) (GO_Cellular_Component_2021)
3525       | CD4 T cells (0.45)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || magnesium ion binding (GO:0000287) (GO_Molecular_Function_2021)
3884       | CD4 T cells (0.70)        | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || tRNA binding (GO:0000049) (GO_Molecular_Function_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
4727       | B cells (0.37)            | histone H4 acetylation (GO:0043967) (GO_Biological_Process_2021) || histone H4-K16 acetylation (GO:0043984) (GO_Biological_Process_2021)
3603       | CD4 T cells (0.48)        | motile cilium (GO:0031514) (GO_Cellular_Component_2021) || Golgi trans cisterna (GO:0000138) (GO_Cellular_Component_2021) || Sin3 complex (GO:0016580) (GO_Cellular_Component_2021)
2885       | CD4 T cells (0.53)        | regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021) || positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213) (GO_Biological_Process_2021) || positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153) (GO_Biological_Process_2021)
4572       | FCGR3A+ Monocytes (-0.13) | mechanosensitive ion channel activity (GO:0008381) (GO_Molecular_Function_2021) || gated channel activity (GO:0022836) (GO_Molecular_Function_2021) || tertiary granule (GO:0070820) (GO_Cellular_Component_2021)
756        | CD14+ Monocytes (-0.48)   | MHC class II receptor activity (GO:0032395) (GO_Molecular_Function_2021) || defense response to protozoan (GO:0042832) (GO_Biological_Process_2021) || aflatoxin metabolic process (GO:0046222) (GO_Biological_Process_2021)
3840       | CD4 T cells (-0.55)       | positive regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904261) (GO_Biological_Process_2021) || regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904259) (GO_Biological_Process_2021) || positive regulation of extracellular matrix assembly (GO:1901203) (GO_Biological_Process_2021)
