Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
1591       | CD14+ Monocytes (-0.55)   | cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575) (GO_Molecular_Function_2021) || P-type proton-exporting transporter activity (GO:0008553) (GO_Molecular_Function_2021) || RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353) (GO_Molecular_Function_2021)
4976       | NK cells (-0.30)          | cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || protein targeting to ER (GO:0045047) (GO_Biological_Process_2021) || SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021)
4945       | FCGR3A+ Monocytes (-0.32) | organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
5114       | NK cells (0.36)           | 1-phosphatidylinositol-3-kinase activity (GO:0016303) (GO_Molecular_Function_2021) || intracellular ligand-gated ion channel activity (GO:0005217) (GO_Molecular_Function_2021) || phosphatidylinositol 3-kinase activity (GO:0035004) (GO_Molecular_Function_2021)
5023       | B cells (-0.35)           | cellular response to zinc ion (GO:0071294) (GO_Biological_Process_2021) || cellular response to copper ion (GO:0071280) (GO_Biological_Process_2021) || response to copper ion (GO:0046688) (GO_Biological_Process_2021)
4610       | CD14+ Monocytes (0.42)    | pyrimidine ribonucleotide biosynthetic process (GO:0009220) (GO_Biological_Process_2021)
1528       | CD4 T cells (0.49)        | immune response-regulating cell surface receptor signaling pathway (GO:0002768) (GO_Biological_Process_2021)
2476       | CD4 T cells (0.67)        | RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979) (GO_Molecular_Function_2021) || H4/H2A histone acetyltransferase complex (GO:0043189) (GO_Cellular_Component_2021) || NuA4 histone acetyltransferase complex (GO:0035267) (GO_Cellular_Component_2021)
4692       | CD4 T cells (0.45)        | apolipoprotein A-I binding (GO:0034186) (GO_Molecular_Function_2021) || 3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555) (GO_Molecular_Function_2021) || organic acid:sodium symporter activity (GO:0005343) (GO_Molecular_Function_2021)
4978       | CD4 T cells (0.62)        | regulation of B cell proliferation (GO:0030888) (GO_Biological_Process_2021) || immunoglobulin mediated immune response (GO:0016064) (GO_Biological_Process_2021) || cyclin-dependent protein kinase holoenzyme complex (GO:0000307) (GO_Cellular_Component_2021)
614        | CD4 T cells (0.35)        | hexose phosphate transport (GO:0015712) (GO_Biological_Process_2021) || glucose-6-phosphate transport (GO:0015760) (GO_Biological_Process_2021) || amino-acid betaine biosynthetic process (GO:0006578) (GO_Biological_Process_2021)
1611       | CD4 T cells (0.62)        | myeloid cell differentiation (GO:0030099) (GO_Biological_Process_2021)
153        | FCGR3A+ Monocytes (-0.26) | production of miRNAs involved in gene silencing by miRNA (GO:0035196) (GO_Biological_Process_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
2711       | CD4 T cells (-0.49)       | precatalytic spliceosome (GO:0071011) (GO_Cellular_Component_2021) || U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021) || U2-type precatalytic spliceosome (GO:0071005) (GO_Cellular_Component_2021)
281        | B cells (0.41)            | negative regulation of gene expression, epigenetic (GO:0045814) (GO_Biological_Process_2021) || histone demethylase activity (H3-trimethyl-K4 specific) (GO:0034647) (GO_Molecular_Function_2021) || rDNA binding (GO:0000182) (GO_Molecular_Function_2021)
3596       | CD4 T cells (0.11)        | oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671) (GO_Molecular_Function_2021) || amidine-lyase activity (GO:0016842) (GO_Molecular_Function_2021) || ribosomal large subunit binding (GO:0043023) (GO_Molecular_Function_2021)
3347       | NK cells (-0.21)          | multivesicular body membrane (GO:0032585) (GO_Cellular_Component_2021)
3870       | CD4 T cells (0.62)        | regulation of regulatory T cell differentiation (GO:0045589) (GO_Biological_Process_2021) || cellular response to tumor necrosis factor (GO:0071356) (GO_Biological_Process_2021) || regulation of T cell differentiation (GO:0045580) (GO_Biological_Process_2021)
2830       | CD4 T cells (-0.70)       | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
1033       | CD8 T cells (-0.24)       | L-serine biosynthetic process (GO:0006564) (GO_Biological_Process_2021)
4094       | NK cells (0.20)           | pyrimidine-containing compound biosynthetic process (GO:0072528) (GO_Biological_Process_2021) || tRNA aminoacylation for mitochondrial protein translation (GO:0070127) (GO_Biological_Process_2021)
3658       | B cells (0.47)            | glycerophospholipid biosynthetic process (GO:0046474) (GO_Biological_Process_2021) || phosphate-containing compound metabolic process (GO:0006796) (GO_Biological_Process_2021) || tertiary granule lumen (GO:1904724) (GO_Cellular_Component_2021)
2825       | CD4 T cells (0.52)        | endomembrane system organization (GO:0010256) (GO_Biological_Process_2021) || GTP binding (GO:0005525) (GO_Molecular_Function_2021) || guanyl ribonucleotide binding (GO:0032561) (GO_Molecular_Function_2021)
4964       | CD14+ Monocytes (0.36)    | U7 snRNP (GO:0005683) (GO_Cellular_Component_2021) || U4 snRNP (GO:0005687) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
1964       | CD14+ Monocytes (-0.49)   | cilium (GO:0005929) (GO_Cellular_Component_2021) || cilium assembly (GO:0060271) (GO_Biological_Process_2021) || non-motile cilium assembly (GO:1905515) (GO_Biological_Process_2021)
1452       | CD4 T cells (0.76)        | cell-cell adhesion mediator activity (GO:0098632) (GO_Molecular_Function_2021) || intrinsic component of mitochondrial membrane (GO:0098573) (GO_Cellular_Component_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021)
5051       | CD14+ Monocytes (-0.54)   | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || DNA repair (GO:0006281) (GO_Biological_Process_2021) || mismatch repair (GO:0006298) (GO_Biological_Process_2021)
2193       | NK cells (0.29)           | azurophil granule membrane (GO:0035577) (GO_Cellular_Component_2021) || 1-acylglycerophosphocholine O-acyltransferase activity (GO:0047184) (GO_Molecular_Function_2021) || acid phosphatase activity (GO:0003993) (GO_Molecular_Function_2021)
3491       | CD14+ Monocytes (-0.33)   | proteasomal ubiquitin-independent protein catabolic process (GO:0010499) (GO_Biological_Process_2021) || anaphase-promoting complex-dependent catabolic process (GO:0031145) (GO_Biological_Process_2021) || regulation of cell cycle phase transition (GO:1901987) (GO_Biological_Process_2021)
3438       | CD14+ Monocytes (0.41)    | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
3113       | CD14+ Monocytes (-0.27)   | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
508        | CD4 T cells (0.42)        | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
2044       | B cells (-0.29)           | regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021) || protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021)
3074       | CD14+ Monocytes (0.55)    | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || regulation of mRNA metabolic process (GO:1903311) (GO_Biological_Process_2021)
3358       | B cells (-0.40)           | establishment of protein localization to chromosome (GO:0070199) (GO_Biological_Process_2021) || mitochondrial ribosome assembly (GO:0061668) (GO_Biological_Process_2021) || establishment of protein localization to chromatin (GO:0071169) (GO_Biological_Process_2021)
332        | CD14+ Monocytes (-0.55)   | 1,4-alpha-oligoglucan phosphorylase activity (GO:0004645) (GO_Molecular_Function_2021) || glutathione transmembrane transporter activity (GO:0034634) (GO_Molecular_Function_2021) || purine nucleotide transmembrane transporter activity (GO:0015216) (GO_Molecular_Function_2021)
4824       | CD4 T cells (0.62)        | glucose catabolic process to pyruvate (GO:0061718) (GO_Biological_Process_2021) || canonical glycolysis (GO:0061621) (GO_Biological_Process_2021) || glycolytic process through glucose-6-phosphate (GO:0061620) (GO_Biological_Process_2021)
3699       | CD14+ Monocytes (-0.47)   | monocyte activation (GO:0042117) (GO_Biological_Process_2021) || negative regulation of MAPK cascade (GO:0043409) (GO_Biological_Process_2021) || negative regulation of cellular process (GO:0048523) (GO_Biological_Process_2021)
683        | CD14+ Monocytes (-0.49)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || RNA polymerase II complex binding (GO:0000993) (GO_Molecular_Function_2021)
4740       | NK cells (-0.29)          | protein acetylation (GO:0006473) (GO_Biological_Process_2021) || proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161) (GO_Biological_Process_2021) || ubiquitin-dependent protein catabolic process (GO:0006511) (GO_Biological_Process_2021)
4910       | CD4 T cells (0.66)        | phosphatidylethanolamine binding (GO:0008429) (GO_Molecular_Function_2021)
4516       | CD4 T cells (0.29)        | platelet aggregation (GO:0070527) (GO_Biological_Process_2021) || homotypic cell-cell adhesion (GO:0034109) (GO_Biological_Process_2021) || negative regulation of cysteine-type endopeptidase activity (GO:2000117) (GO_Biological_Process_2021)
1270       | CD4 T cells (0.41)        | protein-lysine N-methyltransferase activity (GO:0016279) (GO_Molecular_Function_2021) || protein geranylgeranyltransferase activity (GO:0004661) (GO_Molecular_Function_2021) || NSL complex (GO:0044545) (GO_Cellular_Component_2021)
2161       | CD14+ Monocytes (0.50)    | fatty acid catabolic process (GO:0009062) (GO_Biological_Process_2021) || protein import (GO:0017038) (GO_Biological_Process_2021) || positive regulation of cellular catabolic process (GO:0031331) (GO_Biological_Process_2021)
2097       | CD4 T cells (-0.53)       | intraciliary transport involved in cilium assembly (GO:0035735) (GO_Biological_Process_2021) || intracellular protein transmembrane transport (GO:0065002) (GO_Biological_Process_2021)
2931       | B cells (0.35)            | regulation of cellular response to heat (GO:1900034) (GO_Biological_Process_2021)
2240       | CD8 T cells (0.23)        | immune response-inhibiting cell surface receptor signaling pathway (GO:0002767) (GO_Biological_Process_2021) || negative regulation of T cell mediated immunity (GO:0002710) (GO_Biological_Process_2021) || protein phosphatase binding (GO:0019903) (GO_Molecular_Function_2021)
2493       | CD14+ Monocytes (-0.21)   | acid-thiol ligase activity (GO:0016878) (GO_Molecular_Function_2021) || CoA-ligase activity (GO:0016405) (GO_Molecular_Function_2021) || DNA-directed 5'-3' RNA polymerase activity (GO:0003899) (GO_Molecular_Function_2021)
1570       | CD4 T cells (0.22)        | mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
312        | CD4 T cells (0.61)        | hydro-lyase activity (GO:0016836) (GO_Molecular_Function_2021) || arylesterase activity (GO:0004064) (GO_Molecular_Function_2021) || aryl sulfotransferase activity (GO:0004062) (GO_Molecular_Function_2021)
5029       | CD8 T cells (-0.30)       | MHC class II protein complex (GO:0042613) (GO_Cellular_Component_2021) || MHC protein complex (GO:0042611) (GO_Cellular_Component_2021) || lumenal side of endoplasmic reticulum membrane (GO:0098553) (GO_Cellular_Component_2021)
179        | CD14+ Monocytes (0.45)    | store-operated calcium channel activity (GO:0015279) (GO_Molecular_Function_2021) || actin binding (GO:0003779) (GO_Molecular_Function_2021) || store-operated calcium entry (GO:0002115) (GO_Biological_Process_2021)
1484       | B cells (0.42)            | Golgi stack (GO:0005795) (GO_Cellular_Component_2021)
4015       | CD4 T cells (0.59)        | GTPase regulator activity (GO:0030695) (GO_Molecular_Function_2021) || PDZ domain binding (GO:0030165) (GO_Molecular_Function_2021) || NADP-retinol dehydrogenase activity (GO:0052650) (GO_Molecular_Function_2021)
3152       | CD14+ Monocytes (-0.35)   | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
4668       | CD14+ Monocytes (-0.58)   | regulation of retinal ganglion cell axon guidance (GO:0090259) (GO_Biological_Process_2021) || regulation of mRNA binding (GO:1902415) (GO_Biological_Process_2021) || regulation of natural killer cell differentiation (GO:0032823) (GO_Biological_Process_2021)
701        | B cells (-0.38)           | RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021)
2995       | CD14+ Monocytes (-0.65)   | ribosomal small subunit binding (GO:0043024) (GO_Molecular_Function_2021) || translation initiation factor activity (GO:0003743) (GO_Molecular_Function_2021) || tertiary granule lumen (GO:1904724) (GO_Cellular_Component_2021)
4762       | CD4 T cells (0.53)        | trans-Golgi network membrane (GO:0032588) (GO_Cellular_Component_2021) || GTP binding (GO:0005525) (GO_Molecular_Function_2021) || rRNA (adenine) methyltransferase activity (GO:0016433) (GO_Molecular_Function_2021)
4064       | CD14+ Monocytes (0.56)    | response to reactive oxygen species (GO:0000302) (GO_Biological_Process_2021) || positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436) (GO_Biological_Process_2021) || positive regulation of vascular associated smooth muscle cell apoptotic process (GO:1905461) (GO_Biological_Process_2021)
4270       | CD4 T cells (0.28)        | lipid droplet (GO:0005811) (GO_Cellular_Component_2021) || triglyceride lipase activity (GO:0004806) (GO_Molecular_Function_2021)
2500       | B cells (0.29)            | SCF ubiquitin ligase complex (GO:0019005) (GO_Cellular_Component_2021)
